customer_id,name,age,occupation,dependents,monthly_income,monthly_expense,monthly_savings,savings_rate,existing_investment_value,equity_pct_current,debt_pct_current,sip_active,sip_amount,sip_missed_last_6m,txn_volatility,credit_card_utilization_pct,goal_horizon_years,risk_label
SAARTHI101587,Isha Verma,25,salaried,1,43000.0,14900.0,28100.0,0.6535,567000.0,21.1,66.7,1,6800.0,0,0.26,49.0,4.6,aggressive
SAARTHI101588,Neha Das,55,self_employed,3,45900.0,28600.0,17300.0,0.3769,253200.0,25.7,62.3,0,0.0,0,0.281,51.4,14.0,conservative
SAARTHI101589,Aditya Menon,23,salaried,0,25300.0,10900.0,14400.0,0.5692,1474500.0,62.0,36.5,1,6000.0,0,0.263,54.6,8.9,aggressive
SAARTHI101590,Sanjay Kulkarni,50,self_employed,3,85900.0,48300.0,37600.0,0.4377,2186400.0,4.5,85.2,0,0.0,0,0.465,51.5,8.0,moderate
SAARTHI101591,Ritu Joshi,35,salaried,1,31700.0,11900.0,19800.0,0.6246,699000.0,65.9,26.2,1,9000.0,0,0.255,44.7,8.2,aggressive
SAARTHI101592,Ritu Bhatt,36,self_employed,0,49600.0,19400.0,30200.0,0.6089,486400.0,66.5,24.7,1,7200.0,0,0.356,59.6,22.6,aggressive
SAARTHI101593,Rohit Chatterjee,22,salaried,1,46700.0,24700.0,22000.0,0.4711,235400.0,38.4,48.3,1,11800.0,1,0.27,67.1,13.8,aggressive
SAARTHI101594,Rohit Singh,49,salaried,3,102100.0,59200.0,42900.0,0.4202,2689900.0,16.9,79.4,1,17000.0,0,0.458,77.0,10.7,conservative
SAARTHI101595,Ananya Patel,28,business_owner,4,45500.0,32000.0,13500.0,0.2967,423200.0,56.1,43.7,0,0.0,0,0.216,30.8,9.8,conservative
SAARTHI101596,Isha Singh,47,business_owner,0,65700.0,35300.0,30400.0,0.4627,2828500.0,35.3,61.6,1,12200.0,0,0.373,51.2,13.5,moderate
SAARTHI101597,Suresh Reddy,50,business_owner,2,80500.0,41600.0,38900.0,0.4832,2384600.0,14.7,71.6,1,8400.0,0,0.229,10.0,20.9,aggressive
SAARTHI101598,Rohit Iyer,54,business_owner,1,94800.0,31100.0,63700.0,0.6719,4366000.0,83.2,13.6,1,18200.0,0,0.468,31.0,8.2,aggressive
SAARTHI101599,Neha Reddy,49,salaried,3,61700.0,31900.0,29800.0,0.483,1057200.0,27.3,62.6,1,17900.0,0,0.36,41.0,10.2,moderate
SAARTHI101600,Isha Chatterjee,33,salaried,3,74300.0,42800.0,31500.0,0.424,7710900.0,15.6,72.6,1,13300.0,1,0.153,62.8,9.4,moderate
SAARTHI101601,Anjali Verma,50,salaried,4,53200.0,29800.0,23400.0,0.4398,1030800.0,50.7,37.1,1,5400.0,0,0.22,43.6,14.0,moderate
SAARTHI101602,Manish Patel,54,salaried,1,71200.0,28500.0,42700.0,0.5997,2204200.0,43.6,56.2,0,0.0,0,0.342,57.8,20.6,aggressive
SAARTHI101603,Aditya Iyer,34,salaried,1,59800.0,30000.0,29800.0,0.4983,419400.0,74.7,25.2,0,0.0,0,0.354,37.4,6.9,aggressive
SAARTHI101604,Rohit Chatterjee,26,business_owner,1,46400.0,33100.0,13300.0,0.2866,370100.0,37.4,47.8,1,7600.0,1,0.379,36.6,13.1,moderate
SAARTHI101605,Nikhil Nair,56,salaried,3,89200.0,48300.0,40900.0,0.4585,2344700.0,37.6,54.5,0,0.0,0,0.315,28.2,10.3,moderate
SAARTHI101606,Rahul Das,27,salaried,2,47400.0,25600.0,21800.0,0.4599,1718100.0,51.7,47.3,1,9100.0,1,0.272,61.0,1.4,moderate
SAARTHI101607,Karan Kulkarni,45,salaried,0,77900.0,25900.0,52000.0,0.6675,1225000.0,49.0,50.6,1,30200.0,1,0.368,33.3,16.8,aggressive
SAARTHI101608,Sneha Das,31,salaried,4,51900.0,38500.0,13400.0,0.2582,234100.0,49.6,38.2,1,4700.0,2,0.253,0.0,18.0,moderate
SAARTHI101609,Pooja Reddy,26,salaried,0,51100.0,27000.0,24100.0,0.4716,1090600.0,50.4,36.0,0,0.0,0,0.304,59.6,15.9,aggressive
SAARTHI101610,Vikram Menon,52,self_employed,4,60100.0,42200.0,17900.0,0.2978,1613300.0,48.3,43.8,1,6900.0,0,0.27,28.6,4.8,conservative
SAARTHI101611,Isha Desai,27,salaried,0,34700.0,19900.0,14800.0,0.4265,363700.0,36.7,57.7,1,8000.0,1,0.243,50.7,2.9,moderate
SAARTHI101612,Sneha Menon,48,salaried,2,93000.0,46600.0,46400.0,0.4989,884400.0,61.7,27.8,1,26000.0,0,0.254,20.2,13.6,aggressive
SAARTHI101613,Karan Nair,49,business_owner,1,97200.0,45500.0,51700.0,0.5319,1825100.0,37.8,61.9,1,19900.0,1,0.224,44.7,3.9,conservative
SAARTHI101614,Divya Joshi,24,salaried,3,27100.0,20000.0,7100.0,0.262,654300.0,61.1,25.4,1,1900.0,1,0.38,0.0,3.3,moderate
SAARTHI101615,Kavya Menon,28,self_employed,2,51400.0,30700.0,20700.0,0.4027,2962800.0,72.8,23.4,0,0.0,0,0.177,46.2,11.1,aggressive
SAARTHI101616,Suresh Desai,52,salaried,1,40800.0,12000.0,28800.0,0.7059,244000.0,31.4,65.7,0,0.0,0,0.303,21.6,14.8,aggressive
SAARTHI101617,Pooja Iyer,41,salaried,2,48100.0,27900.0,20200.0,0.42,717600.0,93.1,2.2,1,5800.0,0,0.25,18.7,7.8,moderate
SAARTHI101618,Suresh Desai,26,salaried,4,65400.0,37800.0,27600.0,0.422,1917100.0,30.7,68.3,1,9800.0,0,0.309,63.4,7.4,moderate
SAARTHI101619,Deepak Chatterjee,60,business_owner,1,90200.0,51900.0,38300.0,0.4246,2304000.0,30.9,63.3,1,15400.0,1,0.291,43.9,9.7,conservative
SAARTHI101620,Rohit Menon,32,self_employed,1,53900.0,28700.0,25200.0,0.4675,2015700.0,55.8,33.5,1,5900.0,0,0.255,40.3,4.9,moderate
SAARTHI101621,Vikram Joshi,22,salaried,0,18000.0,5300.0,12700.0,0.7056,360200.0,53.8,38.7,0,0.0,0,0.373,25.0,8.7,aggressive
SAARTHI101622,Ananya Iyer,58,salaried,3,66000.0,40200.0,25800.0,0.3909,233300.0,46.4,43.6,0,0.0,0,0.278,66.9,1.0,conservative
SAARTHI101623,Sanjay Reddy,22,self_employed,3,49100.0,29700.0,19400.0,0.3951,1010300.0,61.4,35.4,1,5000.0,0,0.374,37.5,13.6,aggressive
SAARTHI101624,Rohit Verma,43,self_employed,3,71800.0,44400.0,27400.0,0.3816,1271200.0,50.1,43.9,1,5600.0,1,0.377,80.1,25.9,conservative
SAARTHI101625,Kavya Singh,60,salaried,0,96100.0,48200.0,47900.0,0.4984,1766300.0,86.3,5.9,1,28500.0,0,0.271,72.1,11.4,moderate
SAARTHI101626,Ritu Das,44,business_owner,3,70400.0,50700.0,19700.0,0.2798,111600.0,43.9,47.5,1,7200.0,2,0.215,80.8,16.3,conservative
SAARTHI101627,Karan Bhatt,44,self_employed,4,59900.0,40000.0,19900.0,0.3322,955300.0,27.9,69.3,0,0.0,0,0.241,69.7,7.0,conservative
SAARTHI101628,Manish Singh,37,self_employed,4,37300.0,23600.0,13700.0,0.3673,143300.0,34.0,53.9,1,3400.0,0,0.43,34.3,1.0,conservative
SAARTHI101629,Shreya Chatterjee,26,salaried,4,40200.0,29500.0,10700.0,0.2662,2158300.0,54.4,44.2,1,3700.0,1,0.374,50.8,22.1,conservative
SAARTHI101630,Rahul Patel,44,salaried,1,42500.0,29600.0,12900.0,0.3035,1344000.0,54.7,43.8,1,7600.0,1,0.337,44.5,5.3,conservative
SAARTHI101631,Ananya Joshi,56,business_owner,3,60100.0,40100.0,20000.0,0.3328,95500.0,49.1,47.2,1,8400.0,2,0.269,66.8,14.9,conservative
SAARTHI101632,Nikhil Verma,25,salaried,2,27300.0,15200.0,12100.0,0.4432,117900.0,28.0,62.2,1,4100.0,0,0.459,45.9,11.1,moderate
SAARTHI101633,Priya Verma,56,salaried,2,109700.0,63500.0,46200.0,0.4211,2469700.0,67.2,31.6,1,16000.0,0,0.229,41.2,16.9,moderate
SAARTHI101634,Priya Nair,38,salaried,1,49900.0,25900.0,24000.0,0.481,1679600.0,83.7,16.2,1,5900.0,1,0.31,81.9,10.0,moderate
SAARTHI101635,Manish Desai,42,salaried,3,62300.0,36500.0,25800.0,0.4141,224000.0,45.6,47.3,0,0.0,0,0.353,39.5,2.2,conservative
SAARTHI101636,Karan Das,28,self_employed,4,39100.0,32300.0,6800.0,0.1739,750900.0,81.2,13.6,1,2500.0,1,0.226,37.8,4.6,conservative
SAARTHI101637,Aditya Rao,46,salaried,3,39500.0,20400.0,19100.0,0.4835,769000.0,62.3,35.3,1,9400.0,1,0.229,36.5,23.3,moderate
SAARTHI101638,Sanjay Verma,29,self_employed,4,70800.0,52000.0,18800.0,0.2655,2269900.0,89.4,0.8,1,5200.0,2,0.289,73.3,10.5,conservative
SAARTHI101639,Divya Patel,32,salaried,4,24100.0,14900.0,9200.0,0.3817,1005400.0,54.5,35.9,1,2300.0,1,0.39,51.5,21.7,moderate
SAARTHI101640,Neha Bhatt,50,salaried,0,56500.0,17900.0,38600.0,0.6832,257700.0,47.7,50.5,0,0.0,0,0.228,51.4,8.8,aggressive
SAARTHI101641,Rahul Menon,23,salaried,4,40100.0,24600.0,15500.0,0.3865,482000.0,61.8,34.8,1,7700.0,0,0.183,52.5,12.9,moderate
SAARTHI101642,Arjun Sharma,39,self_employed,4,62800.0,36500.0,26300.0,0.4188,885000.0,36.3,58.2,0,0.0,0,0.169,0.0,1.0,conservative
SAARTHI101643,Priya Kulkarni,45,salaried,2,49600.0,29400.0,20200.0,0.4073,395000.0,53.1,32.0,0,0.0,0,0.24,23.3,10.0,moderate
SAARTHI101644,Kavya Verma,27,salaried,3,22100.0,13100.0,9000.0,0.4072,174100.0,71.6,16.9,1,4800.0,2,0.175,40.7,22.5,moderate
SAARTHI101645,Sneha Menon,33,self_employed,3,39800.0,19600.0,20200.0,0.5075,235500.0,61.4,33.5,1,11400.0,1,0.363,51.8,4.5,conservative
SAARTHI101646,Karan Iyer,35,salaried,3,40400.0,29000.0,11400.0,0.2822,909700.0,44.4,41.1,1,4000.0,0,0.4,27.7,5.1,conservative
SAARTHI101647,Meera Kulkarni,47,salaried,4,50800.0,37000.0,13800.0,0.2717,215400.0,49.0,44.2,1,7800.0,0,0.33,27.2,13.6,conservative
SAARTHI101648,Meera Desai,60,salaried,0,96300.0,57100.0,39200.0,0.4071,663300.0,60.2,34.1,1,19000.0,1,0.285,40.0,11.7,conservative
SAARTHI101649,Rahul Reddy,54,business_owner,0,65100.0,30700.0,34400.0,0.5284,1453800.0,59.5,26.3,0,0.0,0,0.357,73.6,22.4,aggressive
SAARTHI101650,Nikhil Kulkarni,29,salaried,1,52300.0,25700.0,26600.0,0.5086,503800.0,60.0,29.0,0,0.0,0,0.357,0.0,9.0,aggressive
SAARTHI101651,Neha Bhatt,22,salaried,2,43100.0,26000.0,17100.0,0.3968,1894900.0,51.8,40.0,1,3600.0,0,0.222,0.0,10.2,aggressive
SAARTHI101652,Ananya Joshi,24,salaried,4,63600.0,36800.0,26800.0,0.4214,3813100.0,28.5,62.5,1,11400.0,1,0.23,84.7,10.5,moderate
SAARTHI101653,Aarav Joshi,45,salaried,3,58500.0,34900.0,23600.0,0.4034,190200.0,31.7,53.7,1,12100.0,2,0.373,13.3,2.7,conservative
SAARTHI101654,Arjun Chatterjee,28,salaried,0,62700.0,27200.0,35500.0,0.5662,697100.0,54.2,43.5,0,0.0,0,0.309,34.8,3.2,aggressive
SAARTHI101655,Isha Verma,31,salaried,3,45200.0,20500.0,24700.0,0.5465,1519800.0,61.6,33.2,1,9200.0,1,0.343,11.1,1.0,moderate
SAARTHI101656,Sanjay Nair,55,salaried,2,78500.0,43300.0,35200.0,0.4484,5195200.0,59.0,34.7,1,21000.0,0,0.222,39.4,1.0,conservative
SAARTHI101657,Priya Reddy,56,salaried,1,51000.0,23200.0,27800.0,0.5451,90000.0,31.5,53.7,0,0.0,0,0.221,41.1,9.9,moderate
SAARTHI101658,Vikram Gupta,54,business_owner,3,51300.0,28900.0,22400.0,0.4366,1462200.0,42.0,56.7,1,13100.0,0,0.346,81.7,1.4,conservative
SAARTHI101659,Karan Singh,31,salaried,1,55700.0,29400.0,26300.0,0.4722,929400.0,21.5,76.8,1,11500.0,0,0.238,61.4,7.2,moderate
SAARTHI101660,Kavya Reddy,46,salaried,3,70300.0,49200.0,21100.0,0.3001,1336100.0,17.2,76.3,1,9800.0,0,0.188,20.8,15.3,moderate
SAARTHI101661,Neha Das,45,business_owner,0,88000.0,32900.0,55100.0,0.6261,443900.0,46.6,50.9,0,0.0,0,0.216,0.5,5.3,aggressive
SAARTHI101662,Sneha Singh,29,business_owner,1,47500.0,22100.0,25400.0,0.5347,356100.0,72.2,17.5,0,0.0,0,0.271,55.3,14.5,aggressive
SAARTHI101663,Shreya Sharma,43,self_employed,2,102200.0,48200.0,54000.0,0.5284,2018400.0,47.0,47.6,0,0.0,0,0.444,33.0,1.0,moderate
SAARTHI101664,Deepak Iyer,42,salaried,3,50600.0,25800.0,24800.0,0.4901,1719600.0,83.2,4.1,1,9000.0,0,0.221,29.3,5.1,moderate
SAARTHI101665,Arjun Menon,37,salaried,4,62000.0,35700.0,26300.0,0.4242,4964500.0,41.7,47.1,0,0.0,0,0.301,72.6,19.0,moderate
SAARTHI101666,Sneha Desai,51,salaried,1,78500.0,37500.0,41000.0,0.5223,1700800.0,45.6,47.3,1,10900.0,0,0.476,5.9,7.8,aggressive
SAARTHI101667,Ritu Menon,48,salaried,4,110400.0,75400.0,35000.0,0.317,382500.0,25.2,62.1,1,15000.0,1,0.224,40.6,16.3,conservative
SAARTHI101668,Isha Bhatt,42,salaried,4,52800.0,34800.0,18000.0,0.3409,884400.0,38.1,60.4,0,0.0,0,0.378,62.1,22.7,conservative
SAARTHI101669,Rahul Desai,50,salaried,1,55100.0,22000.0,33100.0,0.6007,319300.0,21.2,70.1,0,0.0,0,0.216,17.0,7.9,aggressive
SAARTHI101670,Shreya Rao,51,salaried,0,46600.0,26400.0,20200.0,0.4335,244300.0,14.1,76.8,0,0.0,0,0.341,74.9,7.0,conservative
SAARTHI101671,Sanjay Menon,44,salaried,1,100500.0,58300.0,42200.0,0.4199,365900.0,21.5,74.8,1,12800.0,0,0.517,24.3,1.0,moderate
SAARTHI101672,Deepak Menon,32,salaried,3,57500.0,29000.0,28500.0,0.4957,3925300.0,46.7,52.6,0,0.0,0,0.367,43.5,11.0,aggressive
SAARTHI101673,Deepak Gupta,51,salaried,3,75300.0,52300.0,23000.0,0.3054,512200.0,30.3,61.7,1,9600.0,0,0.338,33.6,11.5,conservative
SAARTHI101674,Karan Iyer,49,self_employed,3,196800.0,120900.0,75900.0,0.3857,2865500.0,35.0,57.3,1,35300.0,1,0.227,0.0,13.8,moderate
SAARTHI101675,Aarav Reddy,60,business_owner,3,100800.0,57500.0,43300.0,0.4296,893000.0,53.2,37.0,0,0.0,0,0.29,37.2,17.5,moderate
SAARTHI101676,Deepak Nair,27,salaried,0,26800.0,12900.0,13900.0,0.5187,104200.0,14.0,82.8,1,4300.0,0,0.241,62.1,4.8,aggressive
SAARTHI101677,Neha Reddy,38,salaried,2,51100.0,27500.0,23600.0,0.4618,1061900.0,46.6,50.7,1,9900.0,1,0.17,23.0,21.0,aggressive
SAARTHI101678,Sanjay Gupta,58,salaried,4,58300.0,39600.0,18700.0,0.3208,140400.0,62.0,23.3,1,3800.0,2,0.13,34.8,6.9,conservative
SAARTHI101679,Meera Joshi,42,salaried,1,51600.0,26400.0,25200.0,0.4884,345500.0,63.7,34.6,0,0.0,0,0.222,33.9,12.6,moderate
SAARTHI101680,Anjali Nair,58,self_employed,4,69200.0,41500.0,27700.0,0.4003,1039100.0,55.3,29.7,0,0.0,0,0.307,58.8,8.2,conservative
SAARTHI101681,Divya Menon,22,salaried,0,30800.0,8600.0,22200.0,0.7208,692000.0,44.0,45.2,0,0.0,0,0.363,32.7,6.4,aggressive
SAARTHI101682,Karan Patel,23,salaried,4,22300.0,15100.0,7200.0,0.3229,331600.0,32.5,58.1,1,3900.0,0,0.255,49.1,1.4,conservative
SAARTHI101683,Deepak Singh,53,salaried,3,110100.0,60700.0,49400.0,0.4487,1764300.0,43.4,51.5,1,22200.0,0,0.32,46.8,10.5,conservative
SAARTHI101684,Ritu Patel,35,salaried,3,57600.0,37700.0,19900.0,0.3455,920800.0,78.1,8.9,1,11100.0,0,0.165,36.6,3.4,conservative
SAARTHI101685,Aditya Menon,42,salaried,3,54300.0,34100.0,20200.0,0.372,281900.0,50.5,35.8,0,0.0,0,0.242,84.7,7.9,conservative
SAARTHI101686,Vikram Gupta,38,salaried,4,70800.0,42400.0,28400.0,0.4011,657000.0,42.9,46.3,0,0.0,0,0.09,24.4,6.1,moderate
SAARTHI101687,Sanjay Desai,37,business_owner,1,78900.0,46300.0,32600.0,0.4132,1362800.0,56.3,33.1,1,14700.0,1,0.509,62.2,8.2,moderate
SAARTHI101688,Sanjay Menon,58,salaried,0,77800.0,36400.0,41400.0,0.5321,575800.0,46.0,46.6,0,0.0,0,0.308,72.4,1.0,conservative
SAARTHI101689,Shreya Chatterjee,25,salaried,4,57300.0,36900.0,20400.0,0.356,687800.0,49.5,49.3,1,10700.0,1,0.332,44.8,1.0,conservative
SAARTHI101690,Anjali Nair,52,salaried,0,69600.0,30500.0,39100.0,0.5618,2240800.0,40.1,44.9,1,18800.0,0,0.334,45.1,16.0,aggressive
SAARTHI101691,Neha Kulkarni,56,salaried,3,84900.0,62500.0,22400.0,0.2638,2106000.0,36.7,63.1,1,8700.0,3,0.558,61.4,16.0,conservative
SAARTHI101692,Neha Nair,47,salaried,1,78800.0,33900.0,44900.0,0.5698,585900.0,64.9,27.7,0,0.0,0,0.245,35.4,1.0,moderate
SAARTHI101693,Ritu Kulkarni,37,salaried,4,56700.0,34100.0,22600.0,0.3986,3026900.0,6.0,88.5,0,0.0,0,0.222,5.3,11.1,moderate
SAARTHI101694,Nikhil Gupta,28,self_employed,4,43800.0,22700.0,21100.0,0.4817,824900.0,54.6,33.8,1,10900.0,0,0.478,39.9,9.9,moderate
SAARTHI101695,Vikram Kulkarni,48,salaried,2,103300.0,62500.0,40800.0,0.395,1905700.0,35.5,53.5,0,0.0,0,0.2,83.3,1.9,conservative
SAARTHI101696,Vikram Desai,40,salaried,2,48600.0,23700.0,24900.0,0.5123,1138000.0,6.9,83.7,1,5100.0,2,0.41,57.3,15.2,moderate
SAARTHI101697,Nikhil Gupta,27,salaried,2,52400.0,26100.0,26300.0,0.5019,1387600.0,25.5,73.4,1,6400.0,0,0.288,46.7,16.6,aggressive
SAARTHI101698,Sneha Sharma,36,salaried,2,61000.0,30100.0,30900.0,0.5066,488500.0,44.3,52.1,1,18400.0,1,0.333,61.5,16.2,moderate
SAARTHI101699,Nikhil Kulkarni,59,salaried,4,63800.0,40600.0,23200.0,0.3636,1125000.0,47.0,51.6,1,6300.0,2,0.186,44.6,19.1,conservative
SAARTHI101700,Ritu Menon,32,business_owner,1,46100.0,17600.0,28500.0,0.6182,39300.0,59.8,25.5,0,0.0,0,0.511,43.3,16.4,aggressive
SAARTHI101701,Nikhil Gupta,28,salaried,4,39600.0,17000.0,22600.0,0.5707,953500.0,61.2,36.9,0,0.0,0,0.25,34.1,3.6,moderate
SAARTHI101702,Neha Das,48,salaried,3,55600.0,34800.0,20800.0,0.3741,1387900.0,14.1,71.4,1,8500.0,0,0.251,58.0,9.3,conservative
SAARTHI101703,Suresh Desai,29,self_employed,4,28500.0,12500.0,16000.0,0.5614,554100.0,52.6,45.7,0,0.0,0,0.335,32.0,10.9,aggressive
SAARTHI101704,Anjali Desai,57,salaried,3,61400.0,40600.0,20800.0,0.3388,3192300.0,59.6,27.5,0,0.0,0,0.261,41.3,18.3,moderate
SAARTHI101705,Manish Reddy,55,salaried,4,74900.0,57700.0,17200.0,0.2296,1122500.0,49.4,42.0,1,7400.0,0,0.374,69.7,7.1,conservative
SAARTHI101706,Arjun Chatterjee,60,salaried,2,105100.0,55200.0,49900.0,0.4748,817000.0,55.0,32.5,1,17500.0,0,0.185,41.2,6.0,conservative
SAARTHI101707,Sneha Das,57,self_employed,2,87200.0,57300.0,29900.0,0.3429,522600.0,6.3,84.2,0,0.0,0,0.332,60.6,1.0,conservative
SAARTHI101708,Sanjay Reddy,31,salaried,1,20600.0,10200.0,10400.0,0.5049,243500.0,25.2,63.3,1,6100.0,0,0.24,59.2,15.6,aggressive
SAARTHI101709,Rohit Iyer,30,self_employed,1,63800.0,40800.0,23000.0,0.3605,1181200.0,72.3,16.7,0,0.0,0,0.245,46.1,11.7,moderate
SAARTHI101710,Sanjay Iyer,35,business_owner,0,53700.0,22000.0,31700.0,0.5903,468100.0,39.4,56.7,1,11500.0,0,0.197,35.5,5.8,aggressive
SAARTHI101711,Manish Sharma,40,self_employed,1,68700.0,19400.0,49300.0,0.7176,1991100.0,89.5,0.0,1,19400.0,0,0.342,11.6,15.0,aggressive
SAARTHI101712,Manish Rao,56,business_owner,4,88100.0,54900.0,33200.0,0.3768,2047300.0,19.4,70.9,1,8700.0,0,0.282,23.3,6.6,conservative
SAARTHI101713,Arjun Reddy,50,self_employed,4,65100.0,51000.0,14100.0,0.2166,695900.0,76.3,20.7,1,6700.0,0,0.321,64.1,1.0,conservative
SAARTHI101714,Aditya Menon,47,business_owner,3,76000.0,48100.0,27900.0,0.3671,551700.0,32.8,62.6,0,0.0,0,0.353,60.7,17.2,conservative
SAARTHI101715,Suresh Joshi,56,self_employed,1,73800.0,33100.0,40700.0,0.5515,886700.0,62.2,29.8,1,22100.0,0,0.39,22.2,1.0,moderate
SAARTHI101716,Aditya Sharma,47,self_employed,2,100800.0,57400.0,43400.0,0.4306,5078000.0,39.1,47.7,0,0.0,0,0.222,55.1,10.7,moderate
SAARTHI101717,Deepak Singh,36,self_employed,3,55000.0,37000.0,18000.0,0.3273,460000.0,47.3,40.7,1,4800.0,2,0.341,53.2,8.5,conservative
SAARTHI101718,Suresh Reddy,38,business_owner,0,99800.0,44100.0,55700.0,0.5581,1878400.0,56.9,38.6,0,0.0,0,0.204,64.4,1.2,moderate
SAARTHI101719,Rahul Menon,42,salaried,4,79300.0,68700.0,10600.0,0.1337,613900.0,32.7,57.0,0,0.0,0,0.331,100.0,10.6,conservative
SAARTHI101720,Ritu Iyer,25,self_employed,4,59700.0,34800.0,24900.0,0.4171,586000.0,61.0,39.0,0,0.0,0,0.403,59.3,4.4,conservative
SAARTHI101721,Neha Menon,50,salaried,4,43200.0,31100.0,12100.0,0.2801,1069700.0,39.7,55.3,1,4100.0,1,0.117,34.2,18.7,conservative
SAARTHI101722,Neha Menon,47,business_owner,0,111000.0,57600.0,53400.0,0.4811,15000000.0,48.6,38.8,1,25000.0,0,0.215,61.7,17.0,aggressive
SAARTHI101723,Divya Rao,50,salaried,4,57900.0,32800.0,25100.0,0.4335,989400.0,0.0,97.7,1,6800.0,1,0.284,23.4,9.9,conservative
SAARTHI101724,Aditya Verma,42,self_employed,3,77100.0,42200.0,34900.0,0.4527,851900.0,38.3,56.4,1,19600.0,1,0.336,94.8,1.0,conservative
SAARTHI101725,Rahul Desai,52,self_employed,2,55600.0,35100.0,20500.0,0.3687,553900.0,70.3,29.7,1,8800.0,1,0.424,20.6,6.5,conservative
SAARTHI101726,Arjun Patel,59,business_owner,0,71100.0,32900.0,38200.0,0.5373,991000.0,58.9,40.8,1,19400.0,1,0.137,53.9,7.2,moderate
SAARTHI101727,Sneha Singh,44,salaried,2,117500.0,67000.0,50500.0,0.4298,340500.0,62.7,35.1,0,0.0,0,0.433,46.4,17.1,moderate
SAARTHI101728,Manish Chatterjee,39,self_employed,1,43500.0,15100.0,28400.0,0.6529,726000.0,46.1,52.4,1,16400.0,0,0.319,32.8,11.5,aggressive
SAARTHI101729,Rohit Bhatt,26,self_employed,4,74400.0,51300.0,23100.0,0.3105,482800.0,78.5,14.2,1,11300.0,0,0.302,38.3,10.5,conservative
SAARTHI101730,Pooja Rao,52,business_owner,1,86700.0,45200.0,41500.0,0.4787,1741200.0,50.8,35.7,1,10900.0,1,0.166,75.4,16.5,conservative
SAARTHI101731,Manish Rao,57,business_owner,1,80900.0,39600.0,41300.0,0.5105,380700.0,31.8,66.9,1,17300.0,0,0.242,57.3,20.2,moderate
SAARTHI101732,Suresh Chatterjee,49,salaried,4,63600.0,42100.0,21500.0,0.3381,753800.0,62.1,24.9,0,0.0,0,0.412,44.9,17.4,conservative
SAARTHI101733,Shreya Rao,55,salaried,0,52000.0,21500.0,30500.0,0.5865,450300.0,63.5,26.5,0,0.0,0,0.284,81.4,14.3,moderate
SAARTHI101734,Suresh Das,55,salaried,4,69600.0,40100.0,29500.0,0.4239,1275700.0,57.6,39.9,1,15100.0,0,0.29,43.9,7.0,conservative
SAARTHI101735,Kavya Das,53,business_owner,4,65700.0,40000.0,25700.0,0.3912,605800.0,36.9,58.8,0,0.0,0,0.224,63.3,11.2,conservative
SAARTHI101736,Priya Singh,41,salaried,1,50700.0,23000.0,27700.0,0.5464,186600.0,50.6,46.5,1,8900.0,0,0.354,14.6,10.2,aggressive
SAARTHI101737,Ritu Joshi,25,self_employed,3,66700.0,52100.0,14600.0,0.2189,225800.0,72.9,15.3,0,0.0,0,0.324,22.3,13.9,moderate
SAARTHI101738,Isha Singh,22,self_employed,3,47200.0,31500.0,15700.0,0.3326,326700.0,54.6,34.5,0,0.0,0,0.299,64.0,5.8,conservative
SAARTHI101739,Divya Iyer,29,salaried,2,26900.0,12200.0,14700.0,0.5465,209300.0,15.4,80.0,0,0.0,0,0.279,50.8,15.2,aggressive
SAARTHI101740,Pooja Singh,38,salaried,3,73300.0,56300.0,17000.0,0.2319,3416300.0,32.4,66.8,1,8300.0,1,0.277,97.6,9.5,conservative
SAARTHI101741,Ritu Rao,51,salaried,0,66100.0,27200.0,38900.0,0.5885,981000.0,31.5,66.0,1,12200.0,0,0.208,27.7,13.3,aggressive
SAARTHI101742,Vikram Menon,39,business_owner,2,58400.0,31700.0,26700.0,0.4572,433100.0,29.9,60.7,1,9100.0,2,0.165,60.7,2.6,conservative
SAARTHI101743,Rahul Menon,22,salaried,2,56200.0,34900.0,21300.0,0.379,393600.0,2.8,95.8,1,12300.0,1,0.257,42.0,8.2,moderate
SAARTHI101744,Pooja Patel,30,salaried,2,44400.0,16100.0,28300.0,0.6374,735700.0,82.8,9.2,0,0.0,0,0.112,60.9,12.5,aggressive
SAARTHI101745,Nikhil Iyer,60,self_employed,4,60900.0,37100.0,23800.0,0.3908,2653300.0,27.5,63.3,1,5400.0,0,0.355,64.1,7.5,conservative
SAARTHI101746,Isha Chatterjee,60,salaried,4,126400.0,73100.0,53300.0,0.4217,2334400.0,28.9,60.8,1,20400.0,0,0.247,46.0,1.0,conservative
SAARTHI101747,Aditya Sharma,36,business_owner,3,65500.0,39500.0,26000.0,0.3969,281500.0,6.2,91.9,1,9300.0,0,0.275,30.8,1.8,conservative
SAARTHI101748,Karan Reddy,53,salaried,2,66600.0,38200.0,28400.0,0.4264,846600.0,62.3,30.8,1,8300.0,0,0.303,39.0,11.9,moderate
SAARTHI101749,Anjali Bhatt,50,salaried,2,58600.0,31200.0,27400.0,0.4676,716900.0,43.2,49.8,1,16400.0,0,0.228,21.2,18.8,aggressive
SAARTHI101750,Ananya Nair,58,salaried,0,100700.0,44200.0,56500.0,0.5611,1971100.0,38.0,49.5,0,0.0,0,0.18,51.8,9.6,moderate
